,#,When,Who,Problem,Lang,Verdict,Time,Memory
1533,1462724,Apr/01/2012 23:39,tourist,D - Broken checker,Delphi,Wrong answer on test 2,670 ms,800 KB
1534,1462719,Apr/01/2012 23:39,tourist,D - Broken checker,Delphi,Wrong answer on test 1,640 ms,800 KB
1535,1462699,Apr/01/2012 23:34,tourist,A - Mysterious numbers - 1,Delphi,Accepted,30 ms,900 KB
1536,1462694,Apr/01/2012 23:33,tourist,B - Star,Delphi,Accepted,30 ms,900 KB
1537,1462690,Apr/01/2012 23:31,tourist,E - MYSTERIOUS LANGUAGE,Secret_171,Accepted,60 ms,42500 KB
1538,1431660,Mar/27/2012 20:55,tourist,E - Wizards and Bets,GNU C++,Accepted,1160 ms,5200 KB
1539,1426303,Mar/27/2012 19:30,tourist,A - Wizards and Trolleybuses,Delphi,Accepted,130 ms,800 KB
1540,1425716,Mar/27/2012 19:23,tourist,B - Wizards and Huge Prize,Delphi,Accepted,170 ms,164200 KB
1541,1425129,Mar/27/2012 19:17,tourist,C - Wizards and Numbers,Delphi,Accepted,110 ms,34700 KB
1542,1416433,Mar/25/2012 21:51,tourist,D - Large Refrigerator,FPC,Time limit exceeded on test 7,5000 ms,1900 KB
1543,1416376,Mar/25/2012 21:48,tourist,D - Large Refrigerator,FPC,Time limit exceeded on test 7,5000 ms,1900 KB
1544,1416356,Mar/25/2012 21:47,tourist,D - Large Refrigerator,FPC,Time limit exceeded on test 7,5000 ms,1900 KB
1545,1416332,Mar/25/2012 21:47,tourist,D - Large Refrigerator,FPC,Wrong answer on test 6,2940 ms,1900 KB
1546,1416288,Mar/25/2012 21:46,tourist,D - Large Refrigerator,FPC,Wrong answer on test 6,3110 ms,1900 KB
1547,1416226,Mar/25/2012 21:42,tourist,D - Large Refrigerator,FPC,Time limit exceeded on test 5,5000 ms,1900 KB
1548,1416202,Mar/25/2012 21:42,tourist,D - Large Refrigerator,FPC,Wrong answer on test 4,130 ms,1900 KB
1549,1416136,Mar/25/2012 21:40,tourist,D - Large Refrigerator,FPC,Wrong answer on test 4,80 ms,1900 KB
1550,1415182,Mar/25/2012 21:18,tourist,D - Large Refrigerator,FPC,Wrong answer on test 4,90 ms,1900 KB
1551,1412489,Mar/25/2012 20:02,tourist,E - e-Government,Delphi,Accepted,520 ms,184700 KB
1552,1411057,Mar/25/2012 19:35,tourist,B - Lemmings,Delphi,Accepted,170 ms,53700 KB
1553,1410319,Mar/25/2012 19:25,tourist,C - Conveyor,Delphi,Accepted,160 ms,71700 KB
1554,1409313,Mar/25/2012 19:12,tourist,A - Substring and Subsequence,Delphi,Accepted,280 ms,900 KB
1555,1363823,Mar/16/2012 19:56,* tourist,D - Beard Graph,Delphi,Accepted,230 ms,73700 KB
1556,1363372,Mar/16/2012 19:50,* tourist,D - Beard Graph,Delphi,Wrong answer on pretest 4,30 ms,73700 KB
1557,1362253,Mar/16/2012 19:39,* tourist,E - Compatible Numbers,Delphi,Accepted,700 ms,35600 KB
1558,1361783,Mar/16/2012 19:35,* tourist,C - Another Problem on Strings,Delphi,Accepted,60 ms,12600 KB
1559,1361572,Mar/16/2012 19:33,* tourist,B - Burning Midnight Oil,Delphi,Accepted,30 ms,800 KB
1560,1361543,Mar/16/2012 19:31,* tourist,A - Supercentral Point,Delphi,Accepted,30 ms,800 KB
1561,1346849,Mar/11/2012 20:49,tourist,C - Abracadabra,Delphi,Accepted,30 ms,900 KB
1562,1344819,Mar/11/2012 20:11,tourist,E - Polycarpus the Safecracker,Delphi,Accepted,1330 ms,1200 KB
1563,1343521,Mar/11/2012 19:49,tourist,B - Discounts,Delphi,Accepted,30 ms,1000 KB
1564,1342736,Mar/11/2012 19:35,tourist,D - Distance in Tree,Delphi,Accepted,310 ms,154700 KB
1565,1342322,Mar/11/2012 19:27,tourist,D - Distance in Tree,Delphi,Skipped,2140 ms,154700 KB
1566,1340919,Mar/11/2012 19:11,tourist,A - Dress'em in Vests!,Delphi,Accepted,110 ms,34900 KB
1567,1275188,Mar/04/2012 13:55,tourist,E - Phone Talks,Delphi,Accepted,110 ms,63900 KB
1568,1274568,Mar/04/2012 13:26,tourist,D - Ice Sculptures,Delphi,Accepted,30 ms,1000 KB
1569,1274555,Mar/04/2012 13:25,tourist,C - Cd and pwd commands,Delphi,Accepted,30 ms,900 KB
1570,1274440,Mar/04/2012 13:21,tourist,B - Taxi,Delphi,Accepted,50 ms,900 KB
1571,1274426,Mar/04/2012 13:20,tourist,A - Next Round,Delphi,Accepted,30 ms,900 KB
1572,1251062,Mar/01/2012 00:25,tourist,A - Message,Delphi,Accepted,50 ms,16700 KB
1573,1250914,Feb/29/2012 23:29,tourist,D - Clues,Delphi,Accepted,60 ms,13100 KB
1574,1250587,Feb/29/2012 23:19,tourist,D - Clues,Delphi,Wrong answer on pretest 7,10 ms,13100 KB
1575,1250547,Feb/29/2012 23:18,tourist,D - Clues,Delphi,Wrong answer on pretest 7,30 ms,13100 KB
1576,1250291,Feb/29/2012 23:11,tourist,E - Mrs. Hudson's Pancakes,Delphi,Accepted,2410 ms,210200 KB
1577,1246420,Feb/29/2012 21:53,tourist,A - Message,Delphi,Wrong answer on test 25,50 ms,16700 KB
1578,1246183,Feb/29/2012 21:50,tourist,C - Cipher,Delphi,Accepted,130 ms,2300 KB
1579,1244730,Feb/29/2012 21:38,tourist,B - Suspects,Delphi,Accepted,60 ms,2500 KB
1580,1225484,Feb/24/2012 19:47,tourist,D - Flatland Fencing,Delphi,Accepted,30 ms,800 KB
1581,1223877,Feb/24/2012 19:25,tourist,C - Double Profiles,Delphi,Accepted,1500 ms,69300 KB
1582,1222594,Feb/24/2012 19:13,tourist,B - Colliders,Delphi,Accepted,160 ms,10700 KB
1583,1221625,Feb/24/2012 19:05,tourist,A - Hometask,Delphi,Accepted,80 ms,11600 KB
1584,1197815,Feb/17/2012 22:10,tourist,D - Mission Impassable,Delphi,Time limit exceeded on test 56,3000 ms,15800 KB
1585,1197800,Feb/17/2012 22:09,tourist,D - Mission Impassable,Delphi,Time limit exceeded on test 56,3000 ms,15800 KB
1586,1197794,Feb/17/2012 22:08,tourist,D - Mission Impassable,Delphi,Time limit exceeded on test 56,3000 ms,15800 KB
1587,1197773,Feb/17/2012 22:07,tourist,D - Mission Impassable,Delphi,Wrong answer on test 56,2890 ms,15800 KB
1588,1197766,Feb/17/2012 22:06,tourist,D - Mission Impassable,Delphi,Wrong answer on test 1,10 ms,15800 KB
1589,1197762,Feb/17/2012 22:06,tourist,D - Mission Impassable,Delphi,Time limit exceeded on test 56,3000 ms,15800 KB
1590,1194386,Feb/17/2012 20:29,tourist,D - Mission Impassable,Delphi,Time limit exceeded on test 56,3000 ms,15800 KB
1591,1191698,Feb/17/2012 19:53,tourist,C - Smart Cheater,Delphi,Accepted,660 ms,61500 KB
1592,1190019,Feb/17/2012 19:33,tourist,C - Smart Cheater,Delphi,Wrong answer on pretest 4,10 ms,61500 KB
1593,1187876,Feb/17/2012 19:11,tourist,B - Quantity of Strings,Delphi,Accepted,30 ms,10700 KB
1594,1187174,Feb/17/2012 19:06,tourist,A - Win or Freeze,FPC,Accepted,80 ms,2200 KB
1595,1107770,Jan/22/2012 12:53,tourist,C - Lucky Subsequence,FPC,Accepted,230 ms,18400 KB
1596,1106471,Jan/22/2012 12:22,tourist,E - Lucky Queries,Delphi,Accepted,1230 ms,141100 KB
1597,1105329,Jan/22/2012 11:57,tourist,D - Lucky Pair,Delphi,Accepted,1220 ms,20900 KB
1598,1104573,Jan/22/2012 11:43,tourist,B - Lucky Number 2,Delphi,Accepted,190 ms,16500 KB
1599,1103473,Jan/22/2012 11:27,tourist,B - Lucky Number 2,Delphi,Hacked,30 ms,16500 KB
1600,1101514,Jan/22/2012 11:05,tourist,A - Lucky Conversion,Delphi,Accepted,60 ms,1200 KB
1601,1037704,Jan/12/2012 20:31,tourist,D - Help Shrek and Donkey 2,Delphi,Accepted,30 ms,900 KB
1602,1037258,Jan/12/2012 20:24,tourist,D - Help Shrek and Donkey 2,Delphi,Wrong answer on pretest 7,30 ms,900 KB
1603,1036652,Jan/12/2012 20:14,tourist,D - Help Shrek and Donkey 2,Delphi,Wrong answer on pretest 7,10 ms,900 KB
1604,1036362,Jan/12/2012 20:09,tourist,C - Help Caretaker,Delphi,Accepted,30 ms,800 KB
1605,1031869,Jan/12/2012 19:18,tourist,B - Help General,Delphi,Accepted,30 ms,800 KB
1606,1031117,Jan/12/2012 19:11,tourist,A - Help Farmer,Delphi,Accepted,60 ms,1200 KB
1607,1007449,Jan/04/2012 20:37,tourist,F - New Year Snowflake,Delphi,Accepted,1390 ms,5500 KB
1608,1007193,Jan/04/2012 20:34,tourist,F - New Year Snowflake,Delphi,Skipped,30 ms,5500 KB
1609,1005484,Jan/04/2012 20:12,tourist,E - New Year Garland,FPC,Accepted,2020 ms,124400 KB
1610,1005152,Jan/04/2012 20:08,tourist,E - New Year Garland,FPC,Wrong answer on pretest 7,80 ms,124400 KB
1611,1005135,Jan/04/2012 20:08,tourist,E - New Year Garland,Delphi,Wrong answer on pretest 7,60 ms,124300 KB
1612,1001437,Jan/04/2012 19:32,tourist,D - New Year Contest,Delphi,Accepted,30 ms,900 KB
1613,1000944,Jan/04/2012 19:28,tourist,A - New Year Table,Delphi,Accepted,30 ms,900 KB
1614,1000239,Jan/04/2012 19:22,tourist,B - New Year Cards,Delphi,Accepted,60 ms,1300 KB
1615,999267,Jan/04/2012 19:14,tourist,C - New Year Snowmen,Delphi,Accepted,80 ms,7900 KB
1616,869350,Nov/15/2011 11:53,tourist,E - Birthday,Delphi,Wrong answer on pretest 9,10 ms,1300 KB
1617,867220,Nov/15/2011 10:58,tourist,D - Numbers,Delphi,Accepted,50 ms,2400 KB
1618,866590,Nov/15/2011 10:44,tourist,B - String,Delphi,Accepted,50 ms,3600 KB
1619,866497,Nov/15/2011 10:42,tourist,B - String,Delphi,Skipped,30 ms,3600 KB
1620,865977,Nov/15/2011 10:32,tourist,C - Games with Rectangle,Delphi,Accepted,50 ms,1000 KB
1621,865279,Nov/15/2011 10:20,tourist,A - Statues,Delphi,Accepted,30 ms,800 KB
1622,848423,Nov/09/2011 22:05,tourist,A - Hot Bath,Delphi,Accepted,420 ms,800 KB
1623,848229,Nov/09/2011 22:01,tourist,A - Hot Bath,Delphi,Skipped,10 ms,800 KB
1624,846952,Nov/09/2011 21:41,tourist,D - Fibonacci Sums,Delphi,Accepted,940 ms,800 KB
1625,844825,Nov/09/2011 21:14,tourist,C - E-reader Display,Delphi,Accepted,90 ms,16700 KB
1626,844058,Nov/09/2011 21:08,tourist,B - Password,Delphi,Accepted,60 ms,6700 KB
1627,832194,Nov/03/2011 22:22,tourist,B - Squares,Delphi,Accepted,30 ms,800 KB
1628,831433,Nov/03/2011 20:47,tourist,B - Squares,Delphi,Skipped,30 ms,800 KB
1629,830913,Nov/03/2011 20:30,tourist,E - Maze,Delphi,Accepted,60 ms,64200 KB
1630,830487,Nov/03/2011 20:16,tourist,C - Brackets,Delphi,Accepted,50 ms,1200 KB
1631,829997,Nov/03/2011 20:02,tourist,D - String,Delphi,Accepted,830 ms,8900 KB
1632,828761,Nov/03/2011 19:36,tourist,B - Squares,Delphi,Accepted,30 ms,800 KB
1633,827481,Nov/03/2011 19:21,tourist,A - Prime Permutation,Delphi,Accepted,30 ms,900 KB
1634,804829,Oct/27/2011 20:11,tourist,E - Lucky Array,Delphi,Accepted,1190 ms,11700 KB
1635,802756,Oct/27/2011 19:40,tourist,D - Lucky Segments,Delphi,Accepted,190 ms,28500 KB
1636,801296,Oct/27/2011 19:22,tourist,B - Lucky Transformation,Delphi,Accepted,50 ms,1900 KB
1637,800348,Oct/27/2011 19:13,tourist,C - Lucky Permutation,Delphi,Accepted,30 ms,800 KB
1638,799092,Oct/27/2011 19:03,tourist,A - Lucky Sum,Delphi,Accepted,30 ms,1600 KB
1639,775976,Oct/18/2011 11:58,tourist,I - Luck is in Numbers,Delphi,Accepted,90 ms,6100 KB
1640,775504,Oct/18/2011 11:43,tourist,G - Boom,Delphi,Accepted,30 ms,1900 KB
1641,775403,Oct/18/2011 11:41,tourist,J - Minimum Sum,Delphi,Accepted,90 ms,4500 KB
1642,774923,Oct/18/2011 11:27,tourist,G - Boom,Delphi,Wrong answer on test 4,10 ms,1800 KB
1643,774183,Oct/18/2011 11:10,tourist,E - Put Knight!,Delphi,Accepted,30 ms,1000 KB
1644,773891,Oct/18/2011 11:04,tourist,H - Brevity is Soul of Wit,Delphi,Accepted,140 ms,54300 KB
1645,772754,Oct/18/2011 10:45,tourist,F - Spiders,Delphi,Accepted,340 ms,1000 KB
1646,772445,Oct/18/2011 10:41,tourist,D - Three Sons,Delphi,Accepted,30 ms,1000 KB
1647,772055,Oct/18/2011 10:35,tourist,C - Winnie-the-Pooh and honey,Delphi,Accepted,10 ms,1000 KB
1648,771950,Oct/18/2011 10:33,tourist,B - Quiz League,Delphi,Accepted,10 ms,1000 KB
1649,771894,Oct/18/2011 10:32,tourist,A - Elevator,Delphi,Accepted,30 ms,1000 KB
1650,762523,Oct/14/2011 19:47,tourist,D - String Transformation,Delphi,Accepted,110 ms,36100 KB
1651,761666,Oct/14/2011 19:30,tourist,C - Education Reform,Delphi,Accepted,1200 ms,32700 KB
1652,761400,Oct/14/2011 19:26,tourist,C - Education Reform,Delphi,Skipped,50 ms,32700 KB
1653,759895,Oct/14/2011 19:07,tourist,B - Before Exam,Delphi,Wrong answer on test 9,30 ms,900 KB
1654,759387,Oct/14/2011 19:01,tourist,A - Epic Game,Delphi,Accepted,30 ms,800 KB
1655,720521,Sep/24/2011 00:00,tourist,E - Tree or not Tree,Delphi,Accepted,590 ms,88900 KB
1656,719151,Sep/23/2011 21:19,tourist,E - Tree or not Tree,Delphi,Wrong answer on test 11,50 ms,88300 KB
1657,719051,Sep/23/2011 20:59,tourist,E - Tree or not Tree,Delphi,Wrong answer on pretest 2,10 ms,88300 KB
1658,715941,Sep/23/2011 20:01,tourist,D - Not Quick Transformation,FPC,Accepted,2270 ms,1000 KB
1659,714087,Sep/23/2011 19:21,tourist,C - Cycle,Delphi,Accepted,520 ms,59800 KB
1660,713852,Sep/23/2011 19:11,tourist,B - Very Interesting Game,Delphi,Accepted,230 ms,10600 KB
1661,713826,Sep/23/2011 19:05,tourist,A - Elevator,Delphi,Accepted,90 ms,800 KB
1662,701785,Sep/15/2011 20:47,tourist,B - Lawnmower,Delphi,Accepted,30 ms,900 KB
1663,700677,Sep/15/2011 20:17,tourist,D - Unambiguous Arithmetic Expression,GNU C++,Accepted,940 ms,20700 KB
1664,700665,Sep/15/2011 20:16,tourist,D - Unambiguous Arithmetic Expression,Delphi,Compilation error,0 ms,0 KB
1665,698918,Sep/15/2011 19:39,tourist,E - Linear Kingdom Races,Delphi,Accepted,440 ms,42200 KB
1666,697928,Sep/15/2011 19:25,tourist,B - Lawnmower,Delphi,Skipped,30 ms,900 KB
1667,696934,Sep/15/2011 19:12,tourist,C - Plumber,Delphi,Accepted,50 ms,1800 KB
1668,695755,Sep/15/2011 19:02,tourist,A - Party,Delphi,Accepted,50 ms,900 KB
1669,683265,Sep/08/2011 23:45,tourist,D - Museum,GNU C++,Time limit exceeded on test 11,2000 ms,2400 KB
1670,683261,Sep/08/2011 23:45,tourist,D - Museum,GNU C++,Time limit exceeded on test 11,2000 ms,2400 KB
1671,682967,Sep/08/2011 23:23,tourist,D - Museum,GNU C++,Accepted,1700 ms,2400 KB
1672,682949,Sep/08/2011 23:22,tourist,D - Museum,GNU C++,Accepted,590 ms,2400 KB
1673,682939,Sep/08/2011 23:21,tourist,D - Museum,GNU C++,Time limit exceeded on test 11,2000 ms,2900 KB
1674,682886,Sep/08/2011 23:18,tourist,D - Museum,GNU C++,Wrong answer on test 16,970 ms,2900 KB
1675,682859,Sep/08/2011 23:16,tourist,D - Museum,GNU C++,Time limit exceeded on test 11,2000 ms,2400 KB
1676,682852,Sep/08/2011 23:16,tourist,C - Double Happiness,Delphi,Accepted,890 ms,900 KB
1677,682845,Sep/08/2011 23:15,tourist,C - Double Happiness,Delphi,Wrong answer on test 4,30 ms,900 KB
1678,682830,Sep/08/2011 23:14,tourist,D - Museum,GNU C++,Time limit exceeded on test 11,2000 ms,2400 KB
1679,682825,Sep/08/2011 23:14,tourist,D - Museum,GNU C++,Wrong answer on test 16,530 ms,2400 KB
1680,682780,Sep/08/2011 23:11,tourist,D - Museum,GNU C++,Wrong answer on test 16,550 ms,2400 KB
1681,682779,Sep/08/2011 23:11,tourist,D - Museum,GNU C++,Wrong answer on test 4,60 ms,2400 KB
1682,682767,Sep/08/2011 23:10,tourist,D - Museum,GNU C++,Time limit exceeded on test 11,2000 ms,2400 KB
1683,682754,Sep/08/2011 23:10,tourist,D - Museum,GNU C++,Time limit exceeded on test 11,2000 ms,2400 KB
1684,682745,Sep/08/2011 23:09,tourist,D - Museum,GNU C++,Time limit exceeded on test 11,2000 ms,2400 KB
1685,680820,Sep/08/2011 20:41,tourist,E - Sleeping,Delphi,Accepted,30 ms,900 KB
1686,679123,Sep/08/2011 20:09,tourist,D - Museum,GNU C++,Time limit exceeded on test 11,2000 ms,2400 KB
1687,676774,Sep/08/2011 19:31,tourist,A - Grammar Lessons,Delphi,Accepted,50 ms,2000 KB
1688,676084,Sep/08/2011 19:22,tourist,B - Petr#,Delphi,Accepted,80 ms,48400 KB
1689,675970,Sep/08/2011 19:21,tourist,B - Petr#,Delphi,Wrong answer on pretest 6,50 ms,48300 KB
1690,675558,Sep/08/2011 19:16,tourist,C - Double Happiness,Delphi,Wrong answer on test 30,590 ms,900 KB
1691,668288,Sep/04/2011 22:28,tourist,D - Petya and Coloring,FPC,Accepted,220 ms,20700 KB
1692,666377,Sep/03/2011 23:44,tourist,D - Petya and Coloring,Delphi,Accepted,1500 ms,20500 KB
1693,666373,Sep/03/2011 23:43,tourist,D - Petya and Coloring,Delphi,Accepted,1640 ms,20500 KB
1694,666371,Sep/03/2011 23:42,tourist,D - Petya and Coloring,Delphi,Accepted,1660 ms,20500 KB
1695,666353,Sep/03/2011 23:33,tourist,D - Petya and Coloring,Delphi,Time limit exceeded on test 11,5000 ms,20500 KB
1696,666352,Sep/03/2011 23:33,tourist,D - Petya and Coloring,Delphi,Time limit exceeded on test 11,5000 ms,20500 KB
1697,666341,Sep/03/2011 23:29,tourist,D - Petya and Coloring,Delphi,Wrong answer on test 1,380 ms,20500 KB
1698,662468,Sep/03/2011 17:18,tourist,D - Petya and Coloring,Delphi,Time limit exceeded on test 11,5000 ms,20500 KB
1699,662104,Sep/03/2011 17:10,tourist,D - Petya and Coloring,Delphi,Wrong answer on pretest 4,390 ms,20500 KB
1700,659064,Sep/03/2011 16:21,tourist,C - Petya and Spiders,Delphi,Accepted,30 ms,1600 KB
1701,658150,Sep/03/2011 16:09,tourist,B - Petya and Divisors,Delphi,Accepted,480 ms,156600 KB
1702,657206,Sep/03/2011 16:02,tourist,A - Petya and Inequiations,Delphi,Accepted,50 ms,900 KB
1703,648652,Aug/29/2011 21:45,tourist,E - Lucky Interval,Delphi,Time limit exceeded on test 144,4000 ms,900 KB
1704,648182,Aug/29/2011 21:34,tourist,E - Lucky Interval,Delphi,Skipped,10 ms,900 KB
1705,645849,Aug/29/2011 20:42,tourist,B - Lucky Probability,Delphi,Accepted,30 ms,900 KB
1706,645267,Aug/29/2011 20:32,tourist,C - Lucky Tree,Delphi,Accepted,90 ms,9500 KB
1707,644534,Aug/29/2011 20:22,tourist,D - Lucky Sorting,Delphi,Accepted,110 ms,9500 KB
1708,642168,Aug/29/2011 20:02,tourist,A - Lucky Sum of Digits,Delphi,Accepted,50 ms,900 KB
1709,633250,Aug/23/2011 20:37,tourist,C - Arrangement,Delphi,Accepted,730 ms,1600 KB
1710,632367,Aug/23/2011 20:15,tourist,D - Crime Management,Delphi,Accepted,700 ms,11500 KB
1711,628926,Aug/23/2011 19:23,tourist,C - Arrangement,Delphi,Wrong answer on pretest 7,30 ms,1300 KB
1712,628243,Aug/23/2011 19:15,tourist,A - Dorm Water Supply,Delphi,Accepted,30 ms,1100 KB
1713,627574,Aug/23/2011 19:08,tourist,B - Basketball Team,Delphi,Accepted,30 ms,900 KB
1714,620835,Aug/19/2011 20:59,* tourist,E - Space Rescuers,Delphi,Wrong answer on pretest 5,80 ms,800 KB
1715,618447,Aug/19/2011 19:52,* tourist,E - Space Rescuers,Delphi,Wrong answer on pretest 2,90 ms,800 KB
1716,618284,Aug/19/2011 19:48,* tourist,E - Space Rescuers,Delphi,Wrong answer on pretest 2,30 ms,800 KB
1717,617478,Aug/19/2011 19:30,* tourist,A - Card Game,Delphi,Accepted,30 ms,800 KB
1718,617273,Aug/19/2011 19:26,* tourist,D - Treasure Island,Delphi,Accepted,270 ms,10800 KB
1719,615888,Aug/19/2011 19:08,* tourist,B - Choosing Laptop,Delphi,Accepted,30 ms,2400 KB
1720,615679,Aug/19/2011 19:05,* tourist,C - Buns,Delphi,Accepted,30 ms,1000 KB
1721,606942,Aug/13/2011 19:50,tourist,C - Item World,Delphi,Accepted,50 ms,1300 KB
1722,605713,Aug/13/2011 19:14,tourist,B - Dark Assembly,Delphi,Accepted,560 ms,800 KB
1723,605392,Aug/13/2011 19:08,tourist,A - Transmigration,Delphi,Accepted,30 ms,900 KB
1724,582749,Aug/03/2011 23:34,tourist,C - Vectors,Delphi,Accepted,30 ms,900 KB
1725,581281,Aug/03/2011 22:23,tourist,C - Vectors,Delphi,Wrong answer on test 16,30 ms,800 KB
1726,580677,Aug/03/2011 22:06,tourist,D - Castle,Delphi,Accepted,130 ms,90900 KB
1727,579938,Aug/03/2011 21:45,tourist,E - Candies and Stones,Delphi,Accepted,3140 ms,34300 KB
1728,578791,Aug/03/2011 21:19,tourist,B - Buses,Delphi,Accepted,110 ms,10300 KB
1729,577918,Aug/03/2011 21:04,tourist,A - Homework,Delphi,Accepted,30 ms,1100 KB
1730,547844,Jul/15/2011 22:25,tourist,D - Robot in Basement,Delphi,Time limit exceeded on test 9,4000 ms,1900 KB
1731,547840,Jul/15/2011 22:23,tourist,D - Robot in Basement,Delphi,Time limit exceeded on test 9,4000 ms,1700 KB
1732,547799,Jul/15/2011 21:51,tourist,D - Robot in Basement,Delphi,Accepted,2670 ms,2700 KB
1733,547794,Jul/15/2011 21:48,tourist,D - Robot in Basement,Delphi,Wrong answer on test 1,10 ms,2700 KB
1734,547789,Jul/15/2011 21:47,tourist,D - Robot in Basement,Delphi,Time limit exceeded on test 72,4000 ms,2700 KB
1735,547787,Jul/15/2011 21:46,tourist,D - Robot in Basement,Delphi,Time limit exceeded on test 71,4000 ms,2800 KB
1736,547783,Jul/15/2011 21:45,tourist,D - Robot in Basement,Delphi,Time limit exceeded on test 72,4000 ms,3100 KB
1737,547781,Jul/15/2011 21:44,tourist,D - Robot in Basement,Delphi,Time limit exceeded on test 71,4000 ms,3100 KB
1738,547780,Jul/15/2011 21:44,tourist,D - Robot in Basement,Delphi,Time limit exceeded on test 71,4000 ms,3100 KB
1739,547778,Jul/15/2011 21:43,tourist,D - Robot in Basement,Delphi,Time limit exceeded on test 72,4000 ms,3100 KB
1740,547776,Jul/15/2011 21:43,tourist,D - Robot in Basement,Delphi,Time limit exceeded on test 72,4000 ms,3100 KB
1741,547775,Jul/15/2011 21:42,tourist,D - Robot in Basement,GNU C++,Time limit exceeded on test 54,4000 ms,6200 KB
1742,547758,Jul/15/2011 21:38,tourist,D - Robot in Basement,Delphi,Time limit exceeded on test 54,4000 ms,6300 KB
1743,547756,Jul/15/2011 21:37,tourist,D - Robot in Basement,Delphi,Runtime error on test 1,10 ms,3000 KB
1744,547491,Jul/15/2011 17:59,tourist,D - Robot in Basement,Delphi,Time limit exceeded on test 72,4000 ms,3100 KB
1745,547154,Jul/15/2011 17:29,tourist,A - Domino,Delphi,Accepted,50 ms,1000 KB
1746,547022,Jul/15/2011 17:12,tourist,C - Winning Strategy,Delphi,Accepted,590 ms,1600 KB
1747,546823,Jul/15/2011 16:47,tourist,B - Superset,Delphi,Accepted,90 ms,53700 KB
1748,546632,Jul/15/2011 15:29,tourist,A - Football,Delphi,Accepted,30 ms,900 KB
1749,545140,Jul/14/2011 15:28,tourist,A - Theatre Square,Delphi,Accepted,30 ms,900 KB
1750,493592,Jun/16/2011 20:59,tourist,E - Fire and Ice,Delphi,Wrong answer on pretest 3,30 ms,2900 KB
1751,492381,Jun/16/2011 20:23,tourist,B - Widget Library,Delphi,Accepted,30 ms,34200 KB
1752,492051,Jun/16/2011 20:10,tourist,B - Widget Library,Delphi,Skipped,10 ms,34200 KB
1753,491352,Jun/16/2011 19:49,tourist,D - Space mines,Delphi,Accepted,30 ms,1100 KB
1754,490286,Jun/16/2011 19:25,tourist,C - Chip Play,Delphi,Accepted,420 ms,152200 KB
1755,489326,Jun/16/2011 19:10,tourist,A - Robbery,Delphi,Accepted,30 ms,1200 KB
1756,481093,Jun/07/2011 20:56,tourist,E - Mogohu-Rea Idol,Delphi,Accepted,230 ms,46600 KB
1757,481083,Jun/07/2011 20:56,tourist,E - Mogohu-Rea Idol,Delphi,Runtime error on pretest 3,10 ms,46600 KB
1758,480940,Jun/07/2011 20:52,tourist,E - Mogohu-Rea Idol,Delphi,Runtime error on pretest 3,30 ms,23700 KB
1759,480685,Jun/07/2011 20:44,tourist,E - Mogohu-Rea Idol,Delphi,Runtime error on pretest 3,30 ms,23800 KB
1760,479186,Jun/07/2011 19:59,tourist,D - Beautiful Road,Delphi,Accepted,130 ms,79900 KB
1761,478867,Jun/07/2011 19:51,tourist,D - Beautiful Road,Delphi,Skipped,30 ms,79900 KB
1762,478182,Jun/07/2011 19:33,tourist,B - Vasya and Types,Delphi,Accepted,30 ms,900 KB
1763,478090,Jun/07/2011 19:31,tourist,B - Vasya and Types,Delphi,Wrong answer on pretest 3,10 ms,900 KB
1764,478058,Jun/07/2011 19:30,tourist,B - Vasya and Types,Delphi,Wrong answer on pretest 3,10 ms,900 KB
1765,477967,Jun/07/2011 19:28,tourist,B - Vasya and Types,Delphi,Wrong answer on pretest 3,10 ms,900 KB
1766,477330,Jun/07/2011 19:11,tourist,C - Interesting Game,Delphi,Accepted,250 ms,2400 KB
1767,477177,Jun/07/2011 19:04,tourist,A - Trains,Delphi,Accepted,1250 ms,800 KB
1768,467658,May/22/2011 21:46,tourist,B - Tetris revisited,Delphi,Accepted,250 ms,227400 KB
1769,467636,May/22/2011 21:43,tourist,C - Genetic engineering,Delphi,Accepted,140 ms,6200 KB
1770,467570,May/22/2011 21:36,tourist,C - Genetic engineering,Delphi,Wrong answer on test 7,30 ms,6200 KB
1771,467500,May/22/2011 21:09,tourist,C - Genetic engineering,Delphi,Wrong answer on pretest 7,30 ms,6200 KB
1772,467471,May/22/2011 21:09,tourist,C - Genetic engineering,Delphi,Wrong answer on pretest 7,30 ms,6200 KB
1773,467390,May/22/2011 21:06,tourist,C - Genetic engineering,Delphi,Wrong answer on pretest 7,30 ms,6200 KB
1774,467319,May/22/2011 21:02,tourist,C - Genetic engineering,Delphi,Wrong answer on pretest 7,30 ms,6200 KB
1775,467316,May/22/2011 21:02,tourist,C - Genetic engineering,Delphi,Wrong answer on pretest 7,30 ms,6200 KB
1776,467270,May/22/2011 20:58,tourist,C - Genetic engineering,Delphi,Wrong answer on pretest 7,10 ms,6200 KB
1777,467179,May/22/2011 20:50,tourist,B - Tetris revisited,Delphi,Wrong answer on pretest 7,30 ms,227400 KB
1778,466889,May/22/2011 20:15,tourist,E - Long sequence,Delphi,Accepted,30 ms,900 KB
1779,466535,May/22/2011 19:38,tourist,D - Powerful array,Delphi,Accepted,2700 ms,17300 KB
1780,466215,May/22/2011 19:17,tourist,A - Reflection,Delphi,Accepted,30 ms,900 KB
